date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:06:22	6197/6197	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:21%20GMT	http://127.0.0.1:5000/constructs/Assign%20Value	D:/DWHB_Site2/dwhb/127.0.0.1_5000/constructs/Assign%20Value.html	(from http://127.0.0.1:5000/constructs)
16:06:22	7140/7140	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:22%20GMT	http://127.0.0.1:5000/constructs/Cell%20Manipulate	D:/DWHB_Site2/dwhb/127.0.0.1_5000/constructs/Cell%20Manipulate.html	(from http://127.0.0.1:5000/constructs)
16:06:22	6194/6194	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:22%20GMT	http://127.0.0.1:5000/constructs/Normalise%20Column	D:/DWHB_Site2/dwhb/127.0.0.1_5000/constructs/Normalise%20Column.html	(from http://127.0.0.1:5000/constructs)
16:06:22	6187/6187	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:22%20GMT	http://127.0.0.1:5000/constructs/Value%20Binning	D:/DWHB_Site2/dwhb/127.0.0.1_5000/constructs/Value%20Binning.html	(from http://127.0.0.1:5000/constructs)
16:06:23	6217/6217	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:23%20GMT	http://127.0.0.1:5000/constructs/Script	D:/DWHB_Site2/dwhb/127.0.0.1_5000/constructs/Script.html	(from http://127.0.0.1:5000/constructs)
16:06:23	6168/6168	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:23%20GMT	http://127.0.0.1:5000/constructs/Write%20File	D:/DWHB_Site2/dwhb/127.0.0.1_5000/constructs/Write%20File.html	(from http://127.0.0.1:5000/constructs)
16:06:23	5680/5680	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:23%20GMT	http://127.0.0.1:5000/cpatterns/EF	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/EF.html	(from http://127.0.0.1:5000/cpatterns)
16:06:24	5675/5675	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:24%20GMT	http://127.0.0.1:5000/cpatterns/EDJ	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/EDJ.html	(from http://127.0.0.1:5000/cpatterns)
16:06:24	6397/6397	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:24%20GMT	http://127.0.0.1:5000/cpatterns/EPJ	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/EPJ.html	(from http://127.0.0.1:5000/cpatterns)
16:06:24	5817/5817	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:24%20GMT	http://127.0.0.1:5000/cpatterns/RD	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/RD.html	(from http://127.0.0.1:5000/cpatterns)
16:06:24	5882/5882	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:24%20GMT	http://127.0.0.1:5000/cpatterns/J	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/J.html	(from http://127.0.0.1:5000/cpatterns)
16:06:25	6125/6125	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:24%20GMT	http://127.0.0.1:5000/cpatterns/JwA	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/JwA.html	(from http://127.0.0.1:5000/cpatterns)
16:06:25	6144/6144	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:25%20GMT	http://127.0.0.1:5000/cpatterns/JAs	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/JAs.html	(from http://127.0.0.1:5000/cpatterns)
16:06:25	6150/6150	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:25%20GMT	http://127.0.0.1:5000/cpatterns/US	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/US.html	(from http://127.0.0.1:5000/cpatterns)
16:06:25	70493/70493	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Oct%202021%2015:47:43%20GMT	http://127.0.0.1:5000/static/images/DW_Conceptual_Model.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/DW_Conceptual_Model.png	(from http://127.0.0.1:5000/)
16:06:25	6064/6064	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:25%20GMT	http://127.0.0.1:5000/cpatterns/A	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/A.html	(from http://127.0.0.1:5000/cpatterns)
16:06:25	6002/6002	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:25%20GMT	http://127.0.0.1:5000/cpatterns/UU	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/UU.html	(from http://127.0.0.1:5000/cpatterns)
16:06:26	6043/6043	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:26%20GMT	http://127.0.0.1:5000/cpatterns/SCV	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/SCV.html	(from http://127.0.0.1:5000/cpatterns)
16:06:26	6133/6133	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:26%20GMT	http://127.0.0.1:5000/cpatterns/R	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/R.html	(from http://127.0.0.1:5000/cpatterns)
16:06:26	6284/6284	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:26%20GMT	http://127.0.0.1:5000/cpatterns/VS	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/VS.html	(from http://127.0.0.1:5000/cpatterns)
16:06:26	6113/6113	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:26%20GMT	http://127.0.0.1:5000/cpatterns/WF	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/WF.html	(from http://127.0.0.1:5000/cpatterns)
16:06:27	6128/6128	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2015:06:26%20GMT	http://127.0.0.1:5000/cpatterns/WS	D:/DWHB_Site2/dwhb/127.0.0.1_5000/cpatterns/WS.html	(from http://127.0.0.1:5000/cpatterns)
16:06:27	8407/8407	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Oct%202021%2009:50:39%20GMT	http://127.0.0.1:5000/static/images/spatterns/ps1.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/spatterns/ps1.png	(from http://127.0.0.1:5000/spatterns/ps1)
16:06:28	9906/9906	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Oct%202021%2009:51:03%20GMT	http://127.0.0.1:5000/static/images/spatterns/ps2.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/spatterns/ps2.png	(from http://127.0.0.1:5000/spatterns/ps2)
16:06:29	11176/11176	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Oct%202021%2009:51:24%20GMT	http://127.0.0.1:5000/static/images/spatterns/ps3.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/spatterns/ps3.png	(from http://127.0.0.1:5000/spatterns/ps3)
16:06:29	8299/8299	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Oct%202021%2009:51:51%20GMT	http://127.0.0.1:5000/static/images/spatterns/pm1.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/spatterns/pm1.png	(from http://127.0.0.1:5000/spatterns/pm1)
16:06:29	9702/9702	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Oct%202021%2009:52:12%20GMT	http://127.0.0.1:5000/static/images/spatterns/pm2.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/spatterns/pm2.png	(from http://127.0.0.1:5000/spatterns/pm2)
16:06:29	10994/10994	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Oct%202021%2009:52:32%20GMT	http://127.0.0.1:5000/static/images/spatterns/pm3.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/spatterns/pm3.png	(from http://127.0.0.1:5000/spatterns/pm3)
16:06:30	12124/12124	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Oct%202021%2009:53:02%20GMT	http://127.0.0.1:5000/static/images/spatterns/pm4.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/spatterns/pm4.png	(from http://127.0.0.1:5000/spatterns/pm4)
16:06:31	25606/25606	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:53:11%20GMT	http://127.0.0.1:5000/static/images/cpatterns/EF.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/EF.png	(from http://127.0.0.1:5000/cpatterns/EF)
16:06:35	32578/32578	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:54:07%20GMT	http://127.0.0.1:5000/static/images/cpatterns/EDJ.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/EDJ.png	(from http://127.0.0.1:5000/cpatterns/EDJ)
16:06:36	27044/27044	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:54:47%20GMT	http://127.0.0.1:5000/static/images/cpatterns/RD.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/RD.png	(from http://127.0.0.1:5000/cpatterns/RD)
16:06:36	33850/33850	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:54:31%20GMT	http://127.0.0.1:5000/static/images/cpatterns/EPJ.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/EPJ.png	(from http://127.0.0.1:5000/cpatterns/EPJ)
16:06:37	35819/35819	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:55:15%20GMT	http://127.0.0.1:5000/static/images/cpatterns/J.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/J.png	(from http://127.0.0.1:5000/cpatterns/J)
16:06:41	35904/35904	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:55:37%20GMT	http://127.0.0.1:5000/static/images/cpatterns/JwA.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/JwA.png	(from http://127.0.0.1:5000/cpatterns/JwA)
16:06:44	48472/48472	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:55:56%20GMT	http://127.0.0.1:5000/static/images/cpatterns/JAs.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/JAs.png	(from http://127.0.0.1:5000/cpatterns/JAs)
16:06:44	50949/50949	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:56:13%20GMT	http://127.0.0.1:5000/static/images/cpatterns/US.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/US.png	(from http://127.0.0.1:5000/cpatterns/US)
16:06:48	41580/41580	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:58:11%20GMT	http://127.0.0.1:5000/static/images/cpatterns/UU.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/UU.png	(from http://127.0.0.1:5000/cpatterns/UU)
16:06:51	38572/38572	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:59:07%20GMT	http://127.0.0.1:5000/static/images/cpatterns/R.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/R.png	(from http://127.0.0.1:5000/cpatterns/R)
16:06:53	52159/52159	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:58:27%20GMT	http://127.0.0.1:5000/static/images/cpatterns/SCV.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/SCV.png	(from http://127.0.0.1:5000/cpatterns/SCV)
16:06:55	110091/110091	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:57:57%20GMT	http://127.0.0.1:5000/static/images/cpatterns/A.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/A.png	(from http://127.0.0.1:5000/cpatterns/A)
16:06:55	0/-1	---M--	500	error ('')			http://127.0.0.1:5000/stages/None	D:/DWHB_Site2/dwhb/127.0.0.1_5000/stages/None.html	(from http://127.0.0.1:5000/constructs)
16:06:56	30039/30039	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:59:29%20GMT	http://127.0.0.1:5000/static/images/cpatterns/WF.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/WF.png	(from http://127.0.0.1:5000/cpatterns/WF)
16:06:59	86149/86149	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Oct%202021%2008:58:46%20GMT	http://127.0.0.1:5000/static/images/cpatterns/VS.png	D:/DWHB_Site2/dwhb/127.0.0.1_5000/static/images/cpatterns/VS.png	(from http://127.0.0.1:5000/cpatterns/VS)
